sha,utc,attributed_to,attribution_method,files_changed,outside_auditor_scope,subject
006ce4bd676965a204d2e23dae7041532eeb719f,2026-06-15 16:12,UNATTRIBUTED,unattributed,1,0,"SAIRNbuild v3 complete -- all 3 phases, LiDAR, Blueprint AI, Field Quote, 7 trades, SAIRNscan embedded"
d0a57c9270119f5040b81c4e8c4d14d70f258c87,2026-06-15 16:15,UNATTRIBUTED,unattributed,1,0,Add files via upload
7c2c585f5b4183d5506d8d74eefc169e5e958f53,2026-06-15 16:20,UNATTRIBUTED,unattributed,1,0,Inject Field Quote + SAIRN Suite + Bridge + Pricing into stonedesk
383b33363a3c52f3c888b8770f6634c37736c167,2026-06-15 16:20,UNATTRIBUTED,unattributed,1,0,Inject Field Quote + SAIRN Suite + Bridge + Pricing into sairnbiz
412803ac5a0627a71e8712b39ec25d52bf9bba54,2026-06-15 16:20,UNATTRIBUTED,unattributed,1,0,Inject Field Quote + SAIRN Suite + Bridge + Pricing into sairnlaw
dc331302c7e8c81992e0e7d928ce7c417826b1fc,2026-06-15 16:20,UNATTRIBUTED,unattributed,1,0,Inject Field Quote + SAIRN Suite + Bridge + Pricing into sairnscape
cd388db73f5947aff1ab628d0c093737363a4422,2026-06-15 16:24,UNATTRIBUTED,unattributed,1,0,Add sairn-ultra-scan skill -- 27-check advanced platform auditor
7c82bb2e6cbfc581aed86ecce11cf9bd8013f0c2,2026-06-15 16:28,UNATTRIBUTED,unattributed,1,0,ultra-scan-fix: Injected app_id/is_demo into 17 proxy calls; Fixed Claude response null safety; Added defer to blocking external scripts
650324436bedab3f3ea7258d1a4a55303135b1f5,2026-06-15 16:28,UNATTRIBUTED,unattributed,1,0,ultra-scan-fix: Fixed Claude response null safety; Added defer to blocking external scripts; Added loading=lazy to images
a317355fd4bd804a659970476919f62e255ef91a,2026-06-15 16:28,UNATTRIBUTED,unattributed,1,0,ultra-scan-fix: Injected app_id/is_demo into 1 proxy calls; Fixed Claude response null safety; Added defer to blocking external scripts
b381112b8af03bf9f1d2496297b1e1f94d5e774a,2026-06-15 16:28,UNATTRIBUTED,unattributed,1,0,ultra-scan-fix: Fixed Claude response null safety; Added defer to blocking external scripts; Added loading=lazy to images
6dfe061070f36b28652b4e46a5b753a6fb9d182e,2026-06-15 16:28,UNATTRIBUTED,unattributed,1,0,ultra-scan-fix: Injected app_id/is_demo into 1 proxy calls; Added loading=lazy to images; Fixed blue CSS variable -> SAIRNdesign indigo
6931982814845afbb8529af54ce2ddaae7dcc1f2,2026-06-15 16:30,UNATTRIBUTED,unattributed,1,0,ultra-scan: clarify Supabase comment wording
9471a641cd5892b07ce661d164b9e22c51190f6c,2026-06-15 16:36,UNATTRIBUTED,unattributed,1,0,Add sairn-doc-intelligence skill — universal document scanner for all apps
49b68c5f19b875b2f2aad1110803e2f13fd4d5d7,2026-06-15 17:04,UNATTRIBUTED,unattributed,1,0,perfection-gaps: P5 Range bar CSS + JS injected; Empty state component injected; Last sync timestamp tracker injected
1ec98405e87b3e96897e7d799b3849210467ba7f,2026-06-15 17:04,UNATTRIBUTED,unattributed,1,0,perfection-gaps: P5 Range bar CSS + JS injected; Empty state component injected; Last sync timestamp tracker injected
606e5b492ac8088c1bf4ca8ee72acc2005c5f5c8,2026-06-15 17:04,UNATTRIBUTED,unattributed,1,0,perfection-gaps: P5 Range bar CSS + JS injected; Empty state component injected; Last sync timestamp tracker injected
ebbed248416cc048c77eb3a71d838e2c4ecbf2b0,2026-06-15 17:04,UNATTRIBUTED,unattributed,1,0,perfection-gaps: P5 Range bar CSS + JS injected; Empty state component injected; Last sync timestamp tracker injected
8da8f9ed0146a99b67e2581522b884a1509102fb,2026-06-15 17:04,UNATTRIBUTED,unattributed,1,0,perfection-gaps: P5 Range bar CSS + JS injected; Empty state component injected; Last sync timestamp tracker injected
144fcb4c874ab5011443fb2d2fbca84ecd5664f0,2026-06-15 17:12,UNATTRIBUTED,unattributed,1,0,add check register to StoneDesk
d9c35d41ae93fa0e2ee0139207c198eb2f904fe9,2026-06-15 17:12,UNATTRIBUTED,unattributed,1,0,add check register to SAIRNscape
66805f811646b3e1fc6a1318a0ed067d825af705,2026-06-15 17:39,UNATTRIBUTED,unattributed,1,0,"SAIRNdesign complete -- 3-phase, all patterns, Field Quote, Suite, Bridge, Doc Scanner"
8df2af9306f1701e2d89f501983d091b5123d935,2026-06-15 17:44,UNATTRIBUTED,unattributed,1,0,"SAIRNcode v1 -- Medical Coding, all patterns, Field Quote, Suite, Doc Scanner"
4242d191bd6b634949ecee6b92bbd55f805cc5ed,2026-06-15 17:44,UNATTRIBUTED,unattributed,1,0,"SAIRNcare v1 -- Home Care, all patterns, Field Quote, Suite, Doc Scanner"
826dfa8b010efd67a701c3011e9c8001b7cb1258,2026-06-15 17:44,UNATTRIBUTED,unattributed,1,0,"SAIRNvet v1 -- Veterinary, all patterns, Field Quote, Suite, Doc Scanner"
9df14d17d8d4806f52cba61b0aca9c869fa15024,2026-06-15 17:44,UNATTRIBUTED,unattributed,1,0,"SAIRNfuneral v1 -- Funeral Homes, all patterns, Field Quote, Suite, Doc Scanner"
715d5c12791a2c27ba148677fd1c0b35c1e92252,2026-06-15 17:45,UNATTRIBUTED,unattributed,1,0,"SAIRNmechanical v1 -- HVAC & Mechanical, all patterns, Field Quote, Suite, Doc Scanner"
0c64349dcd618f6ddaa1d80c5aae0fc89cd68593,2026-06-16 01:52,UNATTRIBUTED,unattributed,1,0,fix: complete vercel.json with all 11 app clean URLs + public headers
fbe46690106c49c01d55978b5382521bc717ecfa,2026-06-16 01:59,UNATTRIBUTED,unattributed,1,0,deploy: create clean alias stonedesk.html
877b5330f95d4177249454af474aafe6edf683e9,2026-06-16 01:59,UNATTRIBUTED,unattributed,1,0,deploy: update sairnscape.html from SAIRNscape UPLOAD TO GITHUB101.html
6ade3a686e1326d832bda23570342818240763af,2026-06-16 01:59,UNATTRIBUTED,unattributed,1,0,deploy: update sairnbuild.html from sairnbuild_v3_UPLOAD_TO_GITHUB222.html
c2fc6dc89d8f4cb64e6d94e0ada67f623494ce5d,2026-06-16 02:00,UNATTRIBUTED,unattributed,1,0,"fix: vercel.json — clean paths only, all 11 apps route correctly"
874cf394884f49df9c2ff6f326a5d8798eaa5e23,2026-06-16 02:04,UNATTRIBUTED,unattributed,1,0,fix: replace email/password login with SAIRN role+PIN login
c661707aa5f66c8e237be362359dd31a79b53006,2026-06-16 02:04,UNATTRIBUTED,unattributed,1,0,fix: replace email/password login with SAIRN role+PIN login (sync)
09c4bb88641dbfa237831a44e0a6ef003fa52106,2026-06-16 02:07,UNATTRIBUTED,unattributed,1,0,"fix: login — reset lockout, raise threshold, fix oninput timing"
37eeeb107c3ee49719337a9c76b8b5963ce55fc6,2026-06-16 02:08,UNATTRIBUTED,unattributed,1,0,fix: login sync
181d4dc8b06d558606aca7a66a644178a5a3682b,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairndesign
e3457edfe63064e9d948f2c30199b84c2c4c6bea,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairncode
724c1c74a631125c6bf7fc9c5e4c2a56a212d906,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairncare
4ffa34425bcfa100602610d6cd7fb314118cfcf9,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairnvet
477f6b05bbff9c78ea8cd85eac91db09ed0f6375,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairnfuneral
7440746847bad8bd2a95f9cb792e253de98e788f,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairnmechanical
97ede25192a1a416488d86c2416ea289dc745221,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairnbuild
3f8548ceb1b0eba31876c45921e377da97ba59dc,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairnscape
1fd6eaa2d2b8dffa8a22754cc7845e0ec3d0e898,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairnlaw
36bd22d768ef8f185f28e95b66027936ef066f76,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — sairnbiz
49fdb3b62933a28942425fe4ad3455b16cae3153,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: universal PIN login override — stonedesk
1c1884cd5a531d3fcc2c4cf84446d5c74fa1a651,2026-06-16 02:14,UNATTRIBUTED,unattributed,1,0,fix: sync login override to fabricor
390039bb6f14e06e599cc1ceb93bbcf48a170e7d,2026-06-16 02:23,UNATTRIBUTED,unattributed,1,0,"feat: add all missing pages — encounters, coding-queue, claims, denials, EOB scanner"
c9858649240722d3ec6de4d9a95f9968ce82c69a,2026-06-16 02:23,UNATTRIBUTED,unattributed,1,0,"feat: add all missing pages — clients, scheduling, caregivers, visits, billing"
34ab05150a332e3fbe1f5e1331da2f86cb024dc8,2026-06-16 02:23,UNATTRIBUTED,unattributed,1,0,"feat: add all missing pages — patients, appointments, SOAP, prescriptions, DEA log, labs, invoices"
0208bb1ad92ee235b5baf9eca1479a3cea660dd9,2026-06-16 02:23,UNATTRIBUTED,unattributed,1,0,"feat: add all missing pages — cases, arrangements, pre-need, scheduling, inventory, billing"
5f270a139e19d0ade3c06ad2142a85629cdef04b,2026-06-16 02:23,UNATTRIBUTED,unattributed,1,0,"feat: add all missing pages — jobs, scheduling, techs, equipment, maintenance, proposals, invoices, compensation, blueprint AI"
80955c2b7166d8750d8c8bc2481e6853423b6483,2026-06-16 02:27,UNATTRIBUTED,unattributed,1,0,"audit-fix: Replaced blue #3B82F6 with SAIRNdesign indigo #6366F1; Removed duplicate function definitions: showPanel, tryInstall, updateAnalyzeBtn"
77126f062260bd48af54caee8091de9530661da3,2026-06-16 02:27,UNATTRIBUTED,unattributed,1,0,audit-fix: Removed duplicate printPayroll function; Replaced near-empty page: p-dash; Replaced near-empty page: employees; Replaced near-empty page: onboarding
b0cc2f83e55b91f67c22116a47f6f83a41ad6ac3,2026-06-16 02:27,UNATTRIBUTED,unattributed,1,0,audit-fix: remove duplicate nav function
1ebc0fe5c86c762b445d79d7c2e8b7ec736e7e50,2026-06-16 02:27,UNATTRIBUTED,unattributed,1,0,audit-fix: replace blue color violations with SAIRNbuild amber
165c0cb41b258b813250caeeca25675bfbf546b6,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — stonedesk
a553aec700e0ea079f6e2fcff32816426292edec,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairnbiz
96e062b9d2e722ec2eff4a4f66a90045ca753d99,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairnlaw
86b230be60e81b5b6be7735532c024b81382fa95,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairnscape
5443fb6407558499bec3964952e3bf0c501208cc,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairnbuild
9f9d0629efeda98e89f1c08d54ec5818c0af7933,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairndesign
bbfdf65428b82dfd25f2945abc474982fd1a1292,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairncode
f96168b931fa51bcdb2eda85297a63428711c047,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairncare
8808c5d6a92130b70999aa3b9643d851e65a506d,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairnvet
4c2cd63b8d31717d3b747f5f9704f7393967058b,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairnfuneral
af04569e3932963144f562d3aaa15381014e0bd8,2026-06-16 02:34,UNATTRIBUTED,unattributed,1,0,fix: nav + login visibility — sairnmechanical
05700d6d7b1ec384d4db2db3edf657f1d8dbd5a5,2026-06-16 02:37,UNATTRIBUTED,unattributed,1,0,Add sairn-runtime-validator — catches silent runtime failures the static scanners miss
437932312834afa5444b07f8588d841055c878e1,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — stonedesk
b2b4949d66785bb2bda0c109272bf7ca65e0190c,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairnbiz
81a25f80623b6634d43b6761bd18a0cff1d01a3f,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairnlaw
a5754ec53cc6d186fb05cf01912e65626e842bde,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairnscape
5149997f18676d1cdaeaf467351a5e9bb496b4d2,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairnbuild
052efcdcdf0151ea12e5fbc6fa8105f08f4d7e16,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairndesign
4c5eab3c6d4c3839137f5eb3f9e5e310b2a3dec6,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairncode
931189be0eac51354005e0ea185619c31915a8af,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairnvet
84f1703a847dcd92f2cf5489096409736b8b9085,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairncare
75ab0f660ef6f8a674466d2bd13481f9b7c34663,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairnfuneral
872e681483a572710d338056612eb32e75932169,2026-06-16 02:42,UNATTRIBUTED,unattributed,1,0,nuclear-fix: unified login+nav controller — sairnmechanical
cd719cb31ed11bead6140df332c510f2718a2bd0,2026-06-16 02:46,UNATTRIBUTED,unattributed,1,0,"fix: Removed duplicate unified controller; Removed duplicate unified controller; Removed duplicate unified controller; Removed duplicate unified controller; Added Field Quote page (5-step flow, signature, deposit) — stonedesk"
aa89ad92c75638b1fe8f20ee980e20593920e617,2026-06-16 02:46,UNATTRIBUTED,unattributed,1,0,"fix: Removed duplicate unified controller; Added Field Quote page (5-step flow, signature, deposit) — sairnbiz"
982ffe2eef33ea64a0d4ae3aa9f5cff0fa1a90fa,2026-06-16 02:46,UNATTRIBUTED,unattributed,1,0,"fix: Added Field Quote page (5-step flow, signature, deposit) — sairnscape"
0abd1fcbf5a0239cc0a97cbbc015927b5a74ad12,2026-06-16 02:46,UNATTRIBUTED,unattributed,1,0,"fix: Added Field Quote page (5-step flow, signature, deposit) — sairnlaw"
48cdda0b0bcd5c3f4fd5239f88888a977bcaeed4,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added fq-sig-canvas alias — sairnvet
6d8c790324e47372d29677026f168aeda108b77b,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added fq-sig-canvas alias — sairncare
855da0ee460eddc0675c896503874a3e74742b76,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added Doc Scanner page; Added scanDoc() JS function; Added Doc Scanner to nav — sairnbiz
a8fc721d8378eece35e8e6856a5ee99579b1ac8c,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added fq-sig-canvas alias — sairndesign
5eaa1446e8c1e28c763b8fcbcefa9eaa0c6bfa02,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added fq-sig-canvas alias — sairncode
a004f973e097078c9fd429202d02a3d7e8712c92,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added fq-sig-canvas alias — sairnmechanical
bee63308be5fdcfb020778085e5a81638c1aa68f,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added Doc Scanner page; Added scanDoc() JS function; Added Doc Scanner to nav; Added Check Register page; Added Check Register JS; Added Check Register to nav — sairnscape
312f2b22c217b229e0b94342e23c5f2763e60963,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added fq-sig-canvas alias — sairnfuneral
9d9e3de3e0ef099fac40d96e0b4da22388736dec,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added Doc Scanner page; Added scanDoc() JS function; Added Doc Scanner to nav; Added Check Register page; Added Check Register JS; Added Check Register to nav — sairnlaw
97b018d3b199d3c7edf2cca43a90c376c03cf9d9,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added Doc Scanner page; Added scanDoc() JS function; Added Doc Scanner to nav; Added Check Register page; Added Check Register JS; Added Check Register to nav — stonedesk
07956482aa1c403b0faa6661814c590595cff0f4,2026-06-16 02:48,UNATTRIBUTED,unattributed,1,0,repair: Added Doc Scanner page; Added scanDoc() JS function; Added Doc Scanner to nav — sairnbuild
b85790607b42c7c395183e4404dcbefe91f422d9,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub; Added stub pages for: ['dashboard'] — stonedesk
1ca1a61d18a10efa0624fced5add0915302b6796,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added check register page + crSave(); Added stub pages for: ['dashboard'] — sairnbiz
bbd32b2c2ca71a1f6880f36d36f12206e07affac,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub; Added stub pages for: ['dashboard'] — sairnlaw
1c7ee42ea1e1b7c090234d1d145196a041f94011,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub; Added stub pages for: ['dashboard'] — sairnscape
b1e282ce00367459d6bbf4a69dc320c6f058aed6,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub; Added FQ signature canvas for sairnbuild — sairnbuild
d74067451eb9e19606faa07ba20baf2d90f2152f,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub — sairndesign
b8ceed54284033b1ef8cbb2cf41a1a1592fb56f3,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub — sairncode
ad37472f1cf0ee5fe4d3fc89953070b15121e17b,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub — sairncare
c713f13cfee86358b0a718e479677a482111e482,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub — sairnvet
ae258af3f2a55ffbc871b523484e2665cc1c91e6,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub — sairnfuneral
34e4a4d408b1ea7a4d2009fbc7b526b80bdd2a98,2026-06-16 02:50,UNATTRIBUTED,unattributed,1,0,final-fix: Added crSave() function stub — sairnmechanical
6d7a5e9a3abe52fab80975f3f0031dd9276297e2,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS; Added showToast utility — stonedesk
41ab8d8352b9cd9df3d3455a93c1aa49581308b8,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS; Added SAIRNbiz payroll/comp/benefits JS; Fixed blue color violation #1E40AF -> teal — sairnbiz
ae6df96e8cd2a2b58d74b59be2736e1004d8a201,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS; Added showToast utility — sairnscape
8081ea844cfa1f7b930d5f8b93d20dd170280525,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS; Added showToast utility — sairnlaw
fc22f5ff39e60649f09f9531da1e0e9bc8fa88f7,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,"final-repair: Stripped Unicode box chars from JS; Added fqStep shared JS; Added FQ steps [1, 2, 3, 4, 5] for sairnbuild — sairnbuild"
84667ac7c8828c329016cfbf631a09e733afdda1,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS — sairndesign
3f66bab01fa7fe7c9302a3d7951dc93300e94a1d,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS — sairncode
31e3bc211b0680120640a5093ecc0d60c7559fe5,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS — sairnvet
f47617482edbb9d4dc5fa6a187e11b68e5d58919,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS — sairncare
85c5e7d610562f19c38a7fd54d3e73ecc7eb8548,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS — sairnfuneral
3994c74be9a57463bdd42efb52345def5ed0d0cc,2026-06-16 02:55,UNATTRIBUTED,unattributed,1,0,final-repair: Stripped Unicode box chars from JS — sairnmechanical
edf2c41815199b2d0915721980a10e1a51328062,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — stonedesk
d40716c630c2b93654f151f2dc804eca5817d4ac,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairnbiz
46d6f9f6958f9a0c08763b01f9e9793754e73075,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairnlaw
9cad37ee00efab9d0577ec8f01681e611126759e,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairnscape
68e63fea38768a2bbce66724d6b2295ff68e163b,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairnbuild
452c79b76bd30aeb0d755e2c5240670b0476d3af,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairndesign
3fb2289b10c8f522c4f3b86edbffb7eaa1c625bc,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairncode
3f56617eb10ebfa0b83ac2c07c1855c98b6d73bc,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairncare
67fc5d903316dcb0f22ea36e043e4202c2c581c9,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairnvet
98d0a73536dd675cde1af257549122b994524185,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairnfuneral
d2b11bb3c0df5bf69daf0b5f94fd538c2003f2f9,2026-06-16 03:03,UNATTRIBUTED,unattributed,1,0,fix: callClaude at top — AI now works everywhere — sairnmechanical
35fb630ef420d1a66222fb8003ff7381b43a9319,2026-06-16 03:05,UNATTRIBUTED,unattributed,1,0,Add sairn-intelligence-network skill — cross-app learning hub
9a0185646d90ac43a976f343b604264b457ea91e,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — stonedesk
0f6dde22b731edda6ce0e155dd63d1306d0d06a1,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairnbiz
828e7f70073a1101eab6deb1e889bf76ca8218e2,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairnlaw
51a058414c9d9d59a66bb92fd481a05b4ecfd390,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairnscape
be4267ffcbd9854a0f78f72bdc4d397a67a0cfde,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairnbuild
ddfd90fd8c62e9f5ffb4e5cc6b1a683e2ae0b5a8,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairndesign
5ecb30237ae4e6407b82ac607b041c514672f695,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairncode
44fe8a0ee1818e4a72efa92a54d75c4f214f2fe8,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairncare
126235f099230cbe972849bcad4b3d0aedee0879,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairnvet
e735ee503289f536821d0187d6ee7e8cb37fdd8b,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairnfuneral
c06b0c138c52458fd64f5def4e86c4b5fe14822c,2026-06-16 03:10,UNATTRIBUTED,unattributed,1,0,nuclear: single callClaude at body start — sairnmechanical
fdb477f846d1c04153c81a0598dc39181d8fefd1,2026-06-16 11:49,UNATTRIBUTED,unattributed,1,0,"feat: add Checks 9-12 to sairn-code-guardian (Node ground-truth syntax, duplicate globals, regex sanity, stale model strings) -- built after the StoneDesk multi-script-tag outage"
4666c703b481005e72ed8ebde66ab6e03042dcfd,2026-06-16 11:49,UNATTRIBUTED,unattributed,1,0,feat: add tested Python module for Guardian Checks 9-12 (verified against the StoneDesk outage as ground truth)
7cb8b6222f58dab2ef5ea177bcc8e2c1da630353,2026-06-16 12:02,UNATTRIBUTED,unattributed,1,0,"fix: resolve 3 unterminated-string bugs, orphaned script-tag fragment (showSOPs/printAllSOPs were executing as inert HTML), tryInstall name collision, broken renderMarkdown regex (x2), missing-backslash digit regex, 2 stale hardcoded model strings, broken DOMContentLoaded listener, dead doLogin definition -- Guardian Checks 9/11/12 all clean, Check 10 has 1 known-harmless flag (crUpdate stub, documented, deferred)"
a57eee20944e782486657b05455fef6795f5a461,2026-06-16 12:16,UNATTRIBUTED,unattributed,1,0,"fix: nested-quote bug in Field Quote upload zone, apostrophe-in-string bug, literal newline in join() -- Guardian Check 9 clean"
895f903c38cb015319dd8375e2a80964ea593b4f,2026-06-16 12:17,UNATTRIBUTED,unattributed,1,0,fix: missing object-literal braces in PINS declaration -- Guardian Check 9 clean
0797cfc6548b57197d5e5282d339d7a8353fca54,2026-06-16 12:17,UNATTRIBUTED,unattributed,0,0,"audit: Guardian Check 9-12 clean, no syntax errors found"
a5e738730244d77c313c6ce142292205ea3ed2fe,2026-06-16 12:17,UNATTRIBUTED,unattributed,0,0,"audit: Guardian Check 9-12 clean, no syntax errors found"
a2cd51d733d432427fbcb32be0e351aae1e0d6e9,2026-06-16 12:17,UNATTRIBUTED,unattributed,1,0,fix: broken querySelector nav-highlight pattern (showPage quote-escaping bug) replaced with safe ID/getAttribute lookup -- Guardian Check 9 clean
43ae27af78fa449e7bce01c049daaa01e90953c6,2026-06-16 12:17,UNATTRIBUTED,unattributed,1,0,fix: broken querySelector nav-highlight pattern (showPage quote-escaping bug) replaced with safe ID/getAttribute lookup -- Guardian Check 9 clean
25b296062d015c3cfa00309e3dacc1518f58f287,2026-06-16 12:17,UNATTRIBUTED,unattributed,1,0,fix: broken querySelector nav-highlight pattern (showPage quote-escaping bug) replaced with safe ID/getAttribute lookup -- Guardian Check 9 clean
c16a25fc2202c0207b566407d8feb73c5050b7ba,2026-06-16 12:17,UNATTRIBUTED,unattributed,1,0,fix: broken querySelector nav-highlight pattern (showPage quote-escaping bug) replaced with safe ID/getAttribute lookup -- Guardian Check 9 clean
8135eb949035e8082b285d5942a1b9c8d3c32230,2026-06-16 12:17,UNATTRIBUTED,unattributed,1,0,fix: broken querySelector nav-highlight pattern (showPage quote-escaping bug) replaced with safe ID/getAttribute lookup -- Guardian Check 9 clean
